timestep,reward
79,2.386
40107,2.491
80109,2.415
120140,2.496
160172,2.482
200186,2.713
240143,2.378
280113,2.398
320118,2.558
360103,2.437
400119,2.494
440131,2.329
480194,2.531
520183,2.653
560173,2.525
600151,2.44
640122,2.407
680146,2.41
720152,2.339
760135,2.777
800126,2.15
840170,2.307
880139,2.445
920194,2.471
960201,2.328
1000251,2.604
1040249,2.638
1080249,2.359
1120249,2.672
1160242,2.805
1200271,0.179
1240260,2.343
1280226,2.625
1320237,2.378
1360248,2.486
1400282,-0.07
1440336,-0.061
1480336,-0.09
1520306,2.386
1560366,-0.022
1600464,-0.032
1640513,0.111
1680554,-0.139
1720579,-0.016
1760656,0.107
1800705,2.35
1840812,0.879
1880892,0.032
1920886,0.022
1961000,0.103
2001128,-0.031
2041361,0.415
2081403,-0.037
2121506,0.009
2161748,1.891
2201977,1.981
2242202,2.605
2282486,-0.099
2322704,-0.098
2362968,0.107
2403110,0.026
2443294,-0.08
2483450,-0.047
2523581,0.117
2563829,2.541
2603921,0.196
2643940,0.234
2684015,2.466
2723992,2.008
2763963,2.248
2803986,2.358
2843971,2.29
2883972,2.372
2923916,2.243
2963932,2.492
3003904,2.176
3043691,2.484
3083389,2.173
3123146,2.373
3162941,2.414
3202716,2.368
3242461,2.394
3282216,2.389
3321982,2.451
3361750,2.388
3401511,2.369
3441211,2.208
3481011,2.284
3520827,2.567
3560663,2.224
3600498,2.499
3640345,2.268
3680250,2.476
3720054,2.342
3759923,2.343
3799694,2.385
3839491,2.322
3879190,2.263
3918842,2.503
3958571,2.492
3998365,2.519
4038109,2.22
4077803,2.386
4117476,2.383
4157252,2.504
4196988,2.23
4236701,2.412
4276460,2.381
4316200,2.583
4355929,2.461
4395599,2.448
4435193,2.213
4474772,2.193
4514363,2.499
4553952,2.262
4593595,2.21
4633322,2.528
4672982,2.358
4712728,2.472
4752460,2.265
4792129,2.293
4831751,2.176
4871364,2.413
4911080,2.271
4950844,2.434
4990662,2.613
5030403,2.427
5070208,2.58
5109991,2.257
5149798,2.568
5189472,2.5
5229202,2.476
5268981,2.636
5308798,2.39
5348575,2.385
5388378,2.465
5428129,2.38
5467879,2.417
5507628,2.192
5547458,2.59
5587242,2.279
5626949,2.282
5666600,2.28
5706249,2.326
5745919,2.308
5785624,2.277
5825307,2.282
5864926,2.369
5904499,2.281
5944174,2.283
5984016,2.399
6023999,2.3
6064028,2.508
6103982,2.493
6143836,2.487
6183706,2.53
6223625,2.333
6263486,2.391
6303275,2.415
6343033,2.424
6382895,2.292
6422823,2.447
6462763,2.408
6502715,2.511
6542600,2.326
6582450,2.181
6622393,2.21
6662244,1.958
6702174,1.716
6742118,2.164
6782049,2.04
6821950,2.059
